start;end;path;frequency
jaws;steven_spielberg;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];49
minority_report;tom_cruise;[moviestaractor,actorstarredinmovie,moviestaractor];48
maverick;mel_gibson;[moviestaractor,actorstarredinmovie,moviestaractor];48
click;center;[createdbyagent,agentcreated,createdbyagent];48
braveheart;mel_gibson;[moviestaractor,actorstarredinmovie,moviestaractor];48
kundun;martin_scorsese;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];48
click;question;[createdbyagent,agentcreated,createdbyagent];46
the_departed;martin_scorsese;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];45
the_dark_knight;heath_ledger;[moviestaractor,actorstarredinmovie,moviestaractor];45
batman_returns;tim_burton;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];44
images;contact_us;[createdbyagent,agentcreated,createdbyagent];43
batman;christian_bale;[moviedirectedbydirector,directordirectedmovie,moviestaractor];42
batman;michael_keaton;[moviedirectedbydirector,directordirectedmovie,moviestaractor];42
batman;adam_west;[moviedirectedbydirector,directordirectedmovie,moviestaractor];42
close_encounters;steven_spielberg;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];42
batman;heath_ledger;[moviedirectedbydirector,directordirectedmovie,moviestaractor];42
batman;tim_burton;[moviedirectedbydirector,directordirectedmovie,moviestaractor];42
superman;superman;[moviedirectedbydirector,directordirectedmovie];42
batman;jack_nicholson;[moviedirectedbydirector,directordirectedmovie,moviestaractor];42
batman;batman;[moviedirectedbydirector,directordirectedmovie];42
covenant;people;[creativeworkcontributedtobyagent,agentparticipatedinevent,eventhasparticipantagent];41
bugsy;ben_kingsley;[creativeworkcontributedtobyagent,agentcontributedtocreativework,creativeworkcontributedtobyagent];40
click;assistance;[createdbyagent,agentcreated,createdbyagent];40
click;images;[createdbyagent,agentcreated,createdbyagent];40
click;link;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];40
bugsy;barry_levinson;[creativeworkcontributedtobyagent,agentcontributedtocreativework,creativeworkcontributedtobyagent];40
click;download;[createdbyagent,agentcreated,createdbyagent];40
click;links;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];40
bugsy;harvey_keitel;[creativeworkcontributedtobyagent,agentcontributedtocreativework,creativeworkcontributedtobyagent];40
bugsy;warren_beatty;[creativeworkcontributedtobyagent,agentcontributedtocreativework,creativeworkcontributedtobyagent];40
taxi_driver;martin_scorsese;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];40
dark_knight;heath_ledger;[moviestaractor,actorstarredinmovie,moviestaractor];40
apocalypse;john;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];40
bugsy;james_toback;[creativeworkcontributedtobyagent,agentcontributedtocreativework,creativeworkcontributedtobyagent];40
click;help;[createdbyagent,agentcreated,createdbyagent];40
click;info;[createdbyagent,agentcreated,createdbyagent];40
cleopatra;shakespeare001;[creativeworkcontributedtobyagent,agentcontributedtocreativework,creativeworkcontributedtobyagent];39
click;mail;[createdbyagent,agentcreated,createdbyagent];38
click;button;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];38
click;internet;[createdbyagent,agentcreated,createdbyagent];38
click;number;[createdbyagent,controlledbyagent,agentcontrols];38
click;adobe;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];38
click;application;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];36
the_birds;alfred_hitchcock;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];36
click;external_links;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];36
click;images;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];36
click;pictures;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];36
showboat;vegas;[subpartof,superpartof,subpartof];36
click;e_mail;[createdbyagent,agentcreated,createdbyagent];36
click;image;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];36
click;phone;[createdbyagent,agentcreated,createdbyagent];36
click;photos;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];36
click;picture;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];36
click;content;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];36
gran_torino;clint_eastwood;[moviestaractor,directordirectedmovie,moviedirectedbydirector];36
patriot;mel_gibson;[moviestaractor,actorstarredinmovie,moviestaractor];36
click;list;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];36
click;form;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];36
few_good_men;tom_cruise;[moviestaractor,actorstarredinmovie,moviestaractor];35
amistad;steven_spielberg;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];35
empire_of_the_sun;steven_spielberg;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];35
departed;martin_scorsese;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];35
extra_terrestrial;steven_spielberg;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];35
click;problems;[createdbyagent,agentcreated,createdbyagent];34
click;hyperlink;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];34
click;page;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];34
click;web;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];34
click;pdf;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];34
click;videos;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];34
click;photo;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];34
click;text;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];34
click;files;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];34
click;results;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];34
ratatouille;brad_bird;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];33
ed_wood;tim_burton;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];33
demon_barber_of_fleet_street;tim_burton;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];33
cleopatra;william_shakespeare;[creativeworkcontributedtobyagent,agentcontributedtocreativework,bookwriter];33
corpse_bride;tim_burton;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];33
batman_begins;christopher_nolan;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];33
cleopatra;shakespeare;[creativeworkcontributedtobyagent,agentcontributedtocreativework,bookwriter];33
platoon;oliver_stone;[moviestaractor,actorstarredinmovie,moviestaractor];33
alice_in_wonderland;tim_burton;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];33
click;screen;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;message;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;player;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;sites;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;section;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;line;[createdbyagent,agentcreated,createdbyagent];32
click;resources;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;user;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;text_link;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;song;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;web_sites;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
the_shining;jack_nicholson;[moviestaractor,actorstarredinmovie,moviestaractor];32
brokeback_mountain;heath_ledger;[moviestaractor,actorstarredinmovie,moviestaractor];32
click;web_pages;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;information;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;fax;[createdbyagent,agentcreated,createdbyagent];32
a_clockwork_orange;stanley_kubrick;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];32
the_shining;stanley_kubrick;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];32
godfather;marlon_brando;[moviestaractor,actorstarredinmovie,moviestaractor];32
click;external_sites;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
showboat;vegas;[subpartof,citystadiums,stadiumlocatedincity];32
click;topic;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];32
click;search;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
mission_impossible;tom_cruise;[moviestaractor,actorstarredinmovie,moviestaractor];30
click;articles;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
demons;fyodor_dostoyevsky;[creativeworkcontributedtobyagent,agentcreated,createdbyagent];30
click;links_links;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;catalog;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;such_links;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
the_patriot;mel_gibson;[moviestaractor,actorstarredinmovie,moviestaractor];30
click;program;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;directory;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;video;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
aliens;james_cameron;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];30
click;logos;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;webpage;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;tour;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;logo;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;searches;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;ad;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;shipping;[createdbyagent,agentcreated,createdbyagent];30
james_bond;sean_connery;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];30
click;external_websites;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;version;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
devil_wears_prada;meryl_streep;[moviestaractor,actorstarredinmovie,moviestaractor];30
click;newsletters;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
james_bond;james_bond;[moviestaractor,actorstarredinmovie];30
click;article;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
james_bond;sean_connery;[moviestaractor,actorstarredinmovie,moviestaractor];30
click;options;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;description;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;help;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
cleopatra;william_shakespeare;[creativeworkcontributedtobyagent,agentcontributedtocreativework,creativeworkcontributedtobyagent];30
click;urls;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;email;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;newsletter;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
james_bond;roger_moore;[moviestaractor,actorstarredinmovie,moviestaractor];30
click;system;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;story;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;order_form;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;external_web_sites;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;calendar;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
james_bond;daniel_craig;[moviestaractor,actorstarredinmovie,moviestaractor];30
click;reports;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;test;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;gallery;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;tabs;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;facebook;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;information;[createdbyagent,agentcreated,createdbyagent];30
click;icon;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;folder;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;show;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;call;[createdbyagent,agentcreated,createdbyagent];30
click;external_site;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;demo;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
top_gun;tom_cruise;[moviestaractor,actorstarredinmovie,moviestaractor];30
click;shopping_cart;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;map;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;homepage;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;pdf_files;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;store;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];30
click;property;[createdbyagent,agentcreated,createdbyagent];28
click;stream;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];28
click;text;[createdbyagent,agentcreated,createdbyagent];28
click;means;[createdbyagent,agentcreated,createdbyagent];28
click;issues;[createdbyagent,agentcreated,createdbyagent];28
click;group;[createdbyagent,agentcreated,createdbyagent];28
click;inquiry;[createdbyagent,agentcreated,createdbyagent];28
click;answers;[createdbyagent,agentcreated,createdbyagent];28
click;n24_hours;[createdbyagent,agentcreated,createdbyagent];28
click;representative;[createdbyagent,agentcreated,createdbyagent];28
click;items;[createdbyagent,agentcreated,createdbyagent];28
click;advisors;[createdbyagent,agentcreated,createdbyagent];28
click;requests;[createdbyagent,agentcreated,createdbyagent];28
click;addresses;[createdbyagent,agentcreated,createdbyagent];28
click;request;[createdbyagent,agentcreated,createdbyagent];28
click;subscribe;[createdbyagent,agentcreated,createdbyagent];28
click;machine;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];28
click;counter;[createdbyagent,agentcreated,createdbyagent];28
click;key;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];28
click;account;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];28
click;updates;[createdbyagent,agentcreated,createdbyagent];28
click;download;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];28
click;listings;[createdbyagent,agentcreated,createdbyagent];28
click;menu;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];28
click;carl_sagan;[createdbyagent,agentcreated,createdbyagent];28
click;associates;[createdbyagent,agentcreated,createdbyagent];28
click;items;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];28
click;note;[createdbyagent,agentcreated,createdbyagent];28
click;discussion;[createdbyagent,agentcreated,createdbyagent];28
click;skype;[createdbyagent,agentcreated,createdbyagent];28
superman;zack_snyder;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];28
click;rep;[createdbyagent,agentcreated,createdbyagent];28
click;media;[createdbyagent,agentcreated,createdbyagent];28
click;references;[createdbyagent,agentcreated,createdbyagent];28
click;photos;[createdbyagent,agentcreated,createdbyagent];28
click;crew;[createdbyagent,agentcreated,createdbyagent];28
click;products;[createdbyagent,agentcreated,createdbyagent];28
batman;tom_mankiewicz;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];28
ring;details;[createdbyagent,agentcreated,createdbyagent];28
click;carl_sagan;[createdbyagent,agentcreated,bookwriter];28
click;problem;[createdbyagent,agentcreated,createdbyagent];28
click;chat;[createdbyagent,agentcreated,createdbyagent];28
five_easy_pieces;jack_nicholson;[moviestaractor,actorstarredinmovie,moviestaractor];28
click;management;[createdbyagent,agentcreated,createdbyagent];28
superman;bryan_singer;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];28
click;web;[createdbyagent,agentcreated,createdbyagent];28
click;trouble;[createdbyagent,agentcreated,createdbyagent];28
click;consultants;[createdbyagent,agentcreated,createdbyagent];28
north_by_northwest;alfred_hitchcock;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];28
click;resources;[createdbyagent,agentcreated,createdbyagent];28
click;terms;[createdbyagent,agentcreated,createdbyagent];28
click;dates;[createdbyagent,agentcreated,createdbyagent];28
click;way;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];28
click;specialist;[createdbyagent,agentcreated,createdbyagent];28
click;quote;[createdbyagent,agentcreated,createdbyagent];28
click;administrator;[createdbyagent,agentcreated,createdbyagent];28
click;service;[createdbyagent,agentcreated,createdbyagent];28
click;copyright;[createdbyagent,agentcreated,createdbyagent];28
click;online;[createdbyagent,agentcreated,createdbyagent];28
click;personnel;[createdbyagent,agentcreated,createdbyagent];28
batman;late_heath_ledger;[moviestaractor,actorstarredinmovie,moviestaractor];28
click;partner;[createdbyagent,agentcreated,createdbyagent];28
click;video_clips;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];28
click;dept;[createdbyagent,agentcreated,createdbyagent];28
click;idea;[createdbyagent,agentcreated,createdbyagent];28
click;teams;[createdbyagent,agentcreated,createdbyagent];28
click;secretary;[createdbyagent,agentcreated,createdbyagent];28
click;hotline;[createdbyagent,agentcreated,createdbyagent];28
click;stories;[createdbyagent,agentcreated,createdbyagent];28
click;tips;[createdbyagent,agentcreated,createdbyagent];28
click;contact;[createdbyagent,agentcreated];28
click;query;[createdbyagent,agentcreated,createdbyagent];28
click;input;[createdbyagent,agentcreated,createdbyagent];28
jerry_maguire;tom_cruise;[moviestaractor,actorstarredinmovie,moviestaractor];28
click;description;[createdbyagent,agentcreated,createdbyagent];28
casino;martin_scorscese;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];28
click;officials;[createdbyagent,agentcreated,createdbyagent];28
click;views;[createdbyagent,agentcreated,createdbyagent];28
click;clerk;[createdbyagent,agentcreated,createdbyagent];28
gladiator;ridley_scott;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];28
click;feedback;[createdbyagent,agentcreated,createdbyagent];28
batman;chris_nolan;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];28
click;locations;[createdbyagent,agentcreated,createdbyagent];28
click;web_site;[createdbyagent,agentcreated,createdbyagent];28
click;testimonials;[createdbyagent,agentcreated,createdbyagent];28
click;content;[createdbyagent,agentcreated,createdbyagent];28
click;email_link;[createdbyagent,agentcreated,createdbyagent];28
click;_;[createdbyagent,agentcreated,createdbyagent];28
click;news;[createdbyagent,agentcreated,createdbyagent];28
click;register;[createdbyagent,agentcreated,createdbyagent];28
click;detail;[createdbyagent,agentcreated,createdbyagent];28
click;post;[createdbyagent,agentcreated,createdbyagent];28
the_dark_knight;late_heath_ledger;[moviestaractor,actorstarredinmovie,moviestaractor];27
showboat;vegas;[subpartof,locatedat,atlocation];27
the_departed;martin_scorscese;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];27
spider_man;sam_raimi;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];27
hulk;edward_norton;[creativeworkcontributedtobyagent,actorstarredinmovie,moviestaractor];27
showboat;vegas;[subpartof,cityattractions,buildinglocatedincity];27
gran_torino;clint_eastwood;[moviedirectedbydirector,actorstarredinmovie,moviestaractor];27
gran_torino;clint_eastwood;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];27
hulk;edward_norton;[moviestaractor,actorstarredinmovie,moviestaractor];27
demons;fyodor_dostoevsky;[creativeworkcontributedtobyagent,agentcreated,createdbyagent];27
showboat;vegas;[subpartof,citycontainsbuilding,attractionofcity];27
showboat;vegas;[subpartof,cityattractions,locationlocatedwithinlocation];27
click;use;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;records;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;hyperlinks;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;score;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;question;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;email_address;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;channel;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;archive;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;house;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;news_story;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;perspective;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;projects;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;album;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;products;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;number;[createdbyagent,personterminatedbyorganization,organizationterminatedperson];26
click;games;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;aluminium;[createdbyagent,agentinvolvedwithitem,buildingfeaturemadefrombuildingmaterial];26
click;references;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;style;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;icon;[createdbyagent,agentcreated,createdbyagent];26
click;window;[createdbyagent,agentinvolvedwithitem];26
click;launch;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;node;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;type;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;wallpaper;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;large_image;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;sections;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;users;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;poll;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;line;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;chat;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;library;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;home_page;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;iron;[createdbyagent,agentinvolvedwithitem,buildingfeaturemadefrombuildingmaterial];26
click;back;[createdbyagent,agentinvolvedwithitem,buildingfeaturemadefrombuildingmaterial];26
click;homes;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;shows;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;news;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;ie;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
jurassic_park;jurassic_park;[moviedirectedbydirector,directordirectedmovie];26
click;release;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;aluminum;[createdbyagent,agentinvolvedwithitem,buildingfeaturemadefrombuildingmaterial];26
click;target;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;material;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
click;journal;[createdbyagent,agentinvolvedwithitem,iteminvolvedwithagent];26
