start;end;path;frequency
mycobacterium_tuberculosis;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];726
salmonella;disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];704
streptococcus_pneumoniae;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];693
salmonella;pathogens;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];672
salmonella;animals;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalistypeofanimal];672
clostridium;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];658
salmonella;diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];656
escherichia_coli;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];650
several_patients;result;[agentparticipatedinevent,eventhasparticipantagent,agentparticipatedinevent];649
salmonella;illness;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];624
helicobacter;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];609
salmonella;food_poisoning;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];608
e__coli;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];600
plasmodium;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];588
salmonella;diarrhea;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];576
e_coli;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];576
salmonella;birds;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalistypeofanimal];576
bordetella_pertussis;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];576
salmonella;animals;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalpredators];560
chlamydia;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];546
borrelia_burgdorferi;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];544
salmonella;disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];544
candida_albicans;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];540
streptococcus;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];539
candida;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];535
inadequacies;water;[subpartof,superpartof,subpartof];531
salmonella;illness;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];512
salmonella;strain;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];512
chlamydia_trachomatis;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];504
mycoplasma;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];495
pseudomonas_aeruginosa;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];488
h__pylori;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];483
salmonella;depression;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];480
staphylococcus;skin;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];480
hepatitis_c;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];480
salmonella;animals;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalpreyson];464
salmonella;animals;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,specializationof];448
salmonella;illnesses;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];448
clostridium;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];427
salmonella;creatures;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalistypeofanimal];416
salmonella;syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];416
salmonella;birds;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,agentcompeteswithagent];416
plasmodium;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];402
salmonella;typhoid_fever;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];400
staphylococcus;mastitis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];400
salmonella;poisoning;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];400
salmonella;condition;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];400
salmonella;vaccines;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];384
salmonella;illnesses;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];384
salmonella;fever;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];384
salmonella;symptoms;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];384
staphylococcus;staphylococcus;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];380
shigella;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];376
candida;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];375
salmonella;health_problems;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];368
salmonella;cases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];368
coxiella_burnetii;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];366
vibrio_cholerae;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];366
staphylococcus;cases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];360
chlamydia;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];360
candida_albicans;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];360
salmonella;seafood;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriacancauseillnessfromfood];352
salmonella;reactions;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];352
salmonella;salmonella;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition];352
salmonella;conditions;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];352
salmonella;animals;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpreyson];352
salmonella;eggs;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriacancauseillnessfromfood];352
mycoplasma;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];340
staphylococcus;staphylococcus;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition];340
salmonella;gastroenteritis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];336
salmonella;foodborne_illness;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];336
salmonella;headache;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];336
salmonella;phage_type;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];336
salmonella;nausea;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];336
salmonella;animals;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animaltypehasanimal];336
salmonella;salmonella;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];336
salmonella;chromosome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];336
salmonella;salmonellosis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];336
legionella_pneumophila;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];330
hepatitis_c;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
staphylococcus;blood;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
staphylococcus;skin_infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
staphylococcus;hospitals;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
staphylococcus;two;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
salmonella;disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];320
staphylococcus;subclinical_mastitis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
staphylococcus;bovine_mastitis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
staphylococcus;endophthalmitis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
staphylococcus;abscesses;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
staphylococcus;endocarditis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
staphylococcus;impetigo;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
staphylococcus;furunculosis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];320
mycobacterium_tuberculosis;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];319
bartonella_henselae;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];310
candida;symptoms;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];305
salmonella;syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];304
salmonella;anxiety;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];304
salmonella;autism;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];304
salmonella;spectrum_disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];304
salmonella;pets;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalistypeofanimal];288
salmonella;illnesses;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];288
helicobacter_pylori;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];288
salmonella;cancer;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];288
salmonella;asperger_syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];288
helicobacter;diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];287
staphylococcus_aureus;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];282
staph;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];273
salmonella;problems;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];272
salmonella;animals;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpredators];272
salmonella;pets;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalpreyson];272
salmonella;dogs;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpreyson];272
salmonella;difficulties;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];272
rickettsia_rickettsii;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];272
pseudomonas;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];264
chlamydia_pneumoniae;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];264
bacillus_anthracis;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];264
pasteurella;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];264
staphylococcus;strain;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];260
salmonella;animals;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,agentcompeteswithagent];256
salmonella;creatures;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalpredators];256
salmonella;developmental_disabilities;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];256
salmonella;arthritis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];256
salmonella;home;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,generalizationof];256
salmonella;search;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,agentcompeteswithagent];256
salmonella;flu;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];256
salmonella;creatures;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalistypeofanimal];256
salmonella;asperger__s_syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];256
bordetella_pertussis;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];252
e__coli;diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];248
e__coli;pathogens;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];248
shigella;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];248
helicobacter;ulcers;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];245
toxoplasma_gondii;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];244
blastomyces;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];240
salmonella;disability;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];240
salmonella;cats;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpreyson];240
salmonella;cats;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpredators];240
salmonella;disabilities;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];240
salmonella;pets;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalpredators];240
salmonella;tetanus;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];240
salmonella;disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];240
salmonella;stress;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];240
salmonella;spectrum_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];240
helicobacter;stomach_ulcers;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];238
borrelia_burgdorferi;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];232
chlamydia_trachomatis;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];232
campylobacter;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];231
salmonella;adhd;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];224
salmonella;hyperactivity_disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];224
salmonella;dogs;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpredators];224
salmonella;pets;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animaltypehasanimal];224
salmonella;aspergers;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];224
salmonella;problems;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];224
salmonella;diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];224
salmonella;diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];224
salmonella;diabetes;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];224
salmonella;illness;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];224
salmonella;creatures;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpredators];224
salmonella;features;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];224
salmonella;food_allergies;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];224
salmonella;pets;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpreyson];224
mycobacterium;strain;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];220
staphylococcus;diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];220
