start;end;path;frequency
stay;observatory;[objectfoundinscene,scenecontainsobject,objectfoundinscene];65
network;observatory;[objectfoundinscene,scenecontainsobject,objectfoundinscene];65
bark;insects;[inverseofinvertebratefeedonfood,animalsuchasinsect,agentcompeteswithagent];65
bark;insects;[inverseofinvertebratefeedonfood,animalsuchasinsect,arthropodandotherarthropod];65
bark;insects;[inverseofinvertebratefeedonfood,inverseofanimalsuchasinvertebrate,animalistypeofanimal];65
bark;insects;[inverseofinvertebratefeedonfood,inverseofanimalsuchasinvertebrate,inverseofanimalsuchasinvertebrate];65
bark;insects;[inverseofinvertebratefeedonfood,animalthatfeedoninsect,agentcompeteswithagent];64
bark;insects;[inverseofinvertebratefeedonfood,animalsuchasinsect,animalistypeofanimal];64
bark;insects;[inverseofinvertebratefeedonfood,animalpreyson,animalistypeofanimal];64
bark;insects;[inverseofinvertebratefeedonfood,animaltypehasanimal,inverseofanimalsuchasinvertebrate];64
bark;insects;[inverseofinvertebratefeedonfood,inverseofarthropodandotherarthropod,inverseofanimalsuchasinvertebrate];64
bark;insects;[inverseofinvertebratefeedonfood,inverseofarthropodandotherarthropod,animalpredators];64
bark;insects;[inverseofinvertebratefeedonfood,inverseofanimalsuchasinsect,animalsuchasinsect];64
bark;insects;[inverseofanimaleatfood,animalthatfeedoninsect,inverseofanimalsuchasinsect];63
bark;insects;[inverseofinvertebratefeedonfood,animalsuchasinvertebrate,animalsuchasinvertebrate];63
bark;insects;[inverseofanimaleatfood,animalsuchasinsect,arthropodandotherarthropod];63
bark;insects;[inverseofanimaleatfood,animalsuchasinvertebrate,animalistypeofanimal];63
bark;insects;[inverseofinvertebratefeedonfood,agentcompeteswithagent,animalistypeofanimal];63
bark;insects;[inverseofanimaleatfood,agentcompeteswithagent,animalpredators];63
bark;insects;[inverseofinvertebratefeedonfood,animalthatfeedoninsect,arthropodandotherarthropod];63
bark;insects;[inverseofanimaleatfood,animalpreyson,animalistypeofanimal];63
bark;insects;[inverseofanimaleatfood,animaltypehasanimal,animalpredators];63
bark;insects;[inverseofinvertebratefeedonfood,inverseofarthropodandotherarthropod,agentcompeteswithagent];63
string_beans;salt;[agriculturalproductcookedwithagriculturalproduct,agriculturalproductcookedwithagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];63
bark;insects;[inverseofanimaleatfood,animalsuchasinsect,inverseofanimalfeedoninsect];63
bark;insects;[inverseofinvertebratefeedonfood,agentcompeteswithagent,inverseofanimalsuchasinsect];63
bark;insects;[inverseofanimaleatfood,animaltypehasanimal,inverseofanimalsuchasinvertebrate];63
bark;insects;[inverseofinvertebratefeedonfood,animalpreyson,inverseofanimalsuchasinsect];63
bark;insects;[inverseofanimaleatfood,animalpreyson,agentcompeteswithagent];63
bark;insects;[inverseofanimaleatfood,inverseofarthropodandotherarthropod,inverseofanimalsuchasinsect];63
bark;insects;[inverseofanimaleatfood,agentcompeteswithagent,animalistypeofanimal];62
bark;insects;[inverseofinvertebratefeedonfood,animalsuchasinvertebrate,inverseofanimalfeedoninsect];62
bark;insects;[inverseofanimaleatfood,animaltypehasanimal,agentcompeteswithagent];62
bark;insects;[inverseofanimaleatfood,agentcompeteswithagent,inverseofanimalsuchasinsect];62
bark;insects;[inverseofanimaleatfood,animalsuchasinsect,agentcompeteswithagent];62
bark;insects;[inverseofinvertebratefeedonfood,inverseofarthropodandotherarthropod,animalistypeofanimal];62
bark;insects;[inverseofinvertebratefeedonfood,animalthatfeedoninsect,animalistypeofanimal];61
bark;insects;[inverseofanimaleatfood,animaltypehasanimal,animalsuchasinvertebrate];61
bark;insects;[inverseofinvertebratefeedonfood,animaltypehasanimal,inverseofanimalsuchasinsect];61
bark;insects;[inverseofanimaleatfood,animalsuchasinsect,animalpredators];61
bark;insects;[inverseofinvertebratefeedonfood,inverseofarthropodandotherarthropod,inverseofanimalfeedoninsect];61
bark;insects;[inverseofanimaleatfood,animalpreyson,inverseofanimalsuchasinsect];61
bark;insects;[inverseofanimaleatfood,inverseofanimalsuchasinvertebrate,animalistypeofanimal];61
bark;insects;[inverseofanimaleatfood,animalsuchasinvertebrate,animalsuchasinvertebrate];61
bark;insects;[inverseofinvertebratefeedonfood,animalpreyson,animalsuchasinvertebrate];61
bark;insects;[inverseofinvertebratefeedonfood,agentcompeteswithagent,animalsuchasinvertebrate];61
bark;insects;[inverseofanimaleatfood,inverseofanimalsuchasinvertebrate,inverseofanimalsuchasinvertebrate];61
bark;insects;[inverseofanimaleatfood,animaltypehasanimal,inverseofanimalsuchasinsect];60
bark;insects;[inverseofinvertebratefeedonfood,inverseofanimalsuchasinsect,animalsuchasinvertebrate];60
bark;insects;[inverseofinvertebratefeedonfood,inverseofarthropodandotherarthropod,animalsuchasinvertebrate];60
bark;insects;[inverseofanimaleatfood,inverseofanimalsuchasinvertebrate,agentcompeteswithagent];60
bark;insects;[inverseofanimaleatfood,animalsuchasinsect,animalistypeofanimal];60
bark;insects;[inverseofinvertebratefeedonfood,animalsuchasinsect,animalsuchasinvertebrate];60
bark;insects;[inverseofanimaleatfood,animalsuchasinvertebrate,inverseofanimalfeedoninsect];60
bark;insects;[inverseofinvertebratefeedonfood,animalistypeofanimal,animaltypehasanimal];60
bark;insects;[inverseofinvertebratefeedonfood,animalsuchasinvertebrate,arthropodandotherarthropod];60
bark;insects;[inverseofanimaleatfood,agentcompeteswithagent,animalsuchasinvertebrate];60
bark;insects;[inverseofinvertebratefeedonfood,inverseofanimalfeedoninsect,animalthatfeedoninsect];60
bark;insects;[inverseofanimaleatfood,animalthatfeedoninsect,inverseofanimalsuchasinvertebrate];60
bark;insects;[inverseofanimaleatfood,animalsuchasinvertebrate,arthropodandotherarthropod];59
bark;insects;[inverseofanimaleatfood,inverseofarthropodandotherarthropod,inverseofanimalsuchasinvertebrate];59
string_beans;salt;[agriculturalproductcookedwithagriculturalproduct,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];59
bean;pepper;[inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductincludingagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];58
soya_bean;pepper;[inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductincludingagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];58
bark;insects;[inverseofinvertebratefeedonfood,animaltypehasanimal,arthropodandotherarthropod];58
bark;insects;[inverseofinvertebratefeedonfood,inverseofanimalsuchasinvertebrate,inverseofanimalsuchasinsect];58
bark;insects;[inverseofanimaleatfood,inverseofanimalsuchasinvertebrate,animalpredators];58
pea;pepper;[inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductincludingagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];58
bean;pepper;[inverseofagriculturalproductincludingagriculturalproduct,agriculturalproductincludingagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];58
bark;insects;[inverseofanimaleatfood,animalpreyson,animalsuchasinvertebrate];58
string_beans;pepper;[inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductincludingagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];58
